4.58326,8.18964,304.47,0.55,0.43,2024-04-16,113,N,VIIRS,n,2.0NRT,290.19,2.5,N
5.22643,'-3.47911,315.63,0.55,0.51,2024-04-16,113,N,VIIRS,n,2.0NRT,264.63,2.69,N
'-6.85446,12.39445,331.49,0.52,0.67,2024-04-16,115,N,VIIRS,n,2.0NRT,268.52,4.72,N
'-43.80486,172.31596,339.22,0.49,0.48,2024-04-16,154,N,VIIRS,n,2.0NRT,293.91,3.91,D
66.31219,14.17144,299.36,0.53,0.42,2024-04-16,236,N,VIIRS,n,2.0NRT,271.89,1.38,N
63.86517,'-22.40912,313.02,0.41,0.6,2024-04-16,238,N,VIIRS,n,2.0NRT,264.22,7.25,N
63.8765,'-22.40829,321.93,0.41,0.6,2024-04-16,238,N,VIIRS,n,2.0NRT,264.71,2.71,N
51.04377,2.30208,337.96,0.48,0.48,2024-04-16,241,N,VIIRS,n,2.0NRT,275.12,9.12,N
36.12735,1.24352,297.23,0.56,0.69,2024-04-16,243,N,VIIRS,n,2.0NRT,281.79,1.48,N
39.53973,'-1.15143,356.3,0.34,0.56,2024-04-16,243,N,VIIRS,n,2.0NRT,288.26,4.66,N
42.55338,'-6.76636,295.01,0.49,0.4,2024-04-16,243,N,VIIRS,n,2.0NRT,281.56,0.57,N
33.36797,'-7.74967,301.2,0.43,0.46,2024-04-16,245,N,VIIRS,n,2.0NRT,289.12,1.09,N
16.63465,'-9.45612,306.91,0.37,0.58,2024-04-16,249,N,VIIRS,n,2.0NRT,290.44,1.14,N
10.33248,'-11.97312,300.6,0.33,0.55,2024-04-16,251,N,VIIRS,n,2.0NRT,290.2,0.37,N
10.47155,'-11.38043,300.05,0.36,0.57,2024-04-16,251,N,VIIRS,n,2.0NRT,286.68,0.35,N
10.98375,'-12.58539,304.39,0.58,0.52,2024-04-16,251,N,VIIRS,n,2.0NRT,292.21,1.53,N
11.29334,'-12.74337,308.09,0.56,0.51,2024-04-16,251,N,VIIRS,n,2.0NRT,293.27,1.23,N
11.42746,'-12.80655,315.33,0.55,0.51,2024-04-16,251,N,VIIRS,n,2.0NRT,294.11,1.57,N
11.63583,'-13.37742,304.39,0.5,0.49,2024-04-16,251,N,VIIRS,n,2.0NRT,293.15,1.75,N
